,County,Cases,Rate_per_100k
0,"Abbeville County, SC",Data suppressed,Data suppressed
1,"Acadia Parish, LA",10,19.8
2,"Accomack County, VA",Data suppressed,Data suppressed
3,"Ada County, ID",14,3.6
4,"Adair County, IA",0,0.0
5,"Adair County, KY",Data suppressed,Data suppressed
6,"Adair County, MO",0,0.0
7,"Adair County, OK",0,0.0
8,"Adams County, CO",48,11.6
9,"Adams County, IA",0,0.0
10,"Adams County, ID",0,0.0
11,"Adams County, IL",0,0.0
12,"Adams County, IN",Data suppressed,Data suppressed
13,"Adams County, MS",9,33.7
14,"Adams County, ND",0,0.0
15,"Adams County, NE",Data suppressed,Data suppressed
16,"Adams County, OH",Data suppressed,Data suppressed
17,"Adams County, PA",Data suppressed,Data suppressed
18,"Adams County, WA",Data suppressed,Data suppressed
19,"Adams County, WI",0,0.0
20,"Addison County, VT",Data suppressed,Data suppressed
21,"Aiken County, SC",24,16.8
22,"Aitkin County, MN",0,0.0
23,"Alachua County, FL",41,17.5
24,"Alamance County, NC",20,14.3
25,"Alameda County, CA",198,14.0
26,"Alamosa County, CO",Data suppressed,Data suppressed
27,"Albany County, NY",26,9.7
28,"Albany County, WY",Data suppressed,Data suppressed
29,"Albemarle County, VA",11,11.8
30,"Alcona County, MI",0,0.0
31,"Alcorn County, MS",Data suppressed,Data suppressed
32,"Aleutians East Borough, AK",Data suppressed,Data suppressed
33,"Aleutians West Census Area, AK",Data suppressed,Data suppressed
34,"Alexander County, IL",Data suppressed,Data suppressed
35,"Alexander County, NC",0,0.0
36,"Alexandria City, VA",27,19.7
37,"Alfalfa County, OK",0,0.0
38,"Alger County, MI",0,0.0
39,"Allamakee County, IA",0,0.0
40,"Allegan County, MI",Data suppressed,Data suppressed
41,"Allegany County, MD",8,12.8
42,"Allegany County, NY",Data suppressed,Data suppressed
43,"Alleghany County, NC",0,0.0
44,"Alleghany County, VA",0,0.0
45,"Allegheny County, PA",85,8.1
46,"Allen County, IN",25,8.2
47,"Allen County, KS",0,0.0
48,"Allen County, KY",Data suppressed,Data suppressed
49,"Allen County, OH",7,8.2
50,"Allen Parish, LA",Data suppressed,Data suppressed
51,"Allendale County, SC",Data suppressed,Data suppressed
52,"Alpena County, MI",0,0.0
53,"Alpine County, CA",0,0.0
54,"Amador County, CA",Data suppressed,Data suppressed
55,"Amelia County, VA",Data suppressed,Data suppressed
56,"Amherst County, VA",Data suppressed,Data suppressed
57,"Amite County, MS",Data suppressed,Data suppressed
58,"Anchorage Municipality, AK",Data suppressed,Data suppressed
59,"Anderson County, KS",Data suppressed,Data suppressed
60,"Anderson County, KY",Data suppressed,Data suppressed
61,"Anderson County, SC",10,6.0
62,"Anderson County, TN",6,9.2
63,"Anderson County, TX",15,29.9
64,"Andrew County, MO",0,0.0
65,"Andrews County, TX",0,0.0
66,"Androscoggin County, ME",Data suppressed,Data suppressed
67,"Angelina County, TX",13,18.3
68,"Anne Arundel County, MD",46,9.5
69,"Anoka County, MN",14,4.8
70,"Anson County, NC",Data suppressed,Data suppressed
71,"Antelope County, NE",0,0.0
72,"Antrim County, MI",0,0.0
73,"Apache County, AZ",8,13.8
74,"Appanoose County, IA",0,0.0
75,"Appling County, GA",Data suppressed,Data suppressed
76,"Appomattox County, VA",Data suppressed,Data suppressed
77,"Aransas County, TX",0,0.0
78,"Arapahoe County, CO",62,11.4
79,"Archer County, TX",0,0.0
80,"Archuleta County, CO",Data suppressed,Data suppressed
81,"Arenac County, MI",0,0.0
82,"Arkansas County, AR",Data suppressed,Data suppressed
83,"Arlington County, VA",34,16.6
84,"Armstrong County, PA",0,0.0
85,"Armstrong County, TX",0,0.0
86,"Aroostook County, ME",Data suppressed,Data suppressed
87,"Arthur County, NE",0,0.0
88,"Ascension Parish, LA",11,10.9
89,"Ashe County, NC",0,0.0
90,"Ashland County, OH",Data suppressed,Data suppressed
91,"Ashland County, WI",0,0.0
92,"Ashley County, AR",Data suppressed,Data suppressed
93,"Ashtabula County, OH",Data suppressed,Data suppressed
94,"Asotin County, WA",0,0.0
95,"Assumption Parish, LA",Data suppressed,Data suppressed
96,"Atascosa County, TX",7,17.3
97,"Atchison County, KS",0,0.0
98,"Atchison County, MO",0,0.0
99,"Athens County, OH",Data suppressed,Data suppressed
100,"Atkinson County, GA",Data suppressed,Data suppressed
101,"Atlantic County, NJ",41,18.2
102,"Atoka County, OK",0,0.0
103,"Attala County, MS",Data suppressed,Data suppressed
104,"Audrain County, MO",Data suppressed,Data suppressed
105,"Audubon County, IA",0,0.0
106,"Auglaize County, OH",0,0.0
107,"Augusta County, VA",Data suppressed,Data suppressed
108,"Aurora County, SD",0,0.0
109,"Austin County, TX",Data suppressed,Data suppressed
110,"Autauga County, AL",Data suppressed,Data suppressed
111,"Avery County, NC",0,0.0
112,"Avoyelles Parish, LA",9,26.9
113,"Baca County, CO",0,0.0
114,"Bacon County, GA",Data suppressed,Data suppressed
115,"Bailey County, TX",0,0.0
116,"Baker County, FL",Data suppressed,Data suppressed
117,"Baker County, GA",Data suppressed,Data suppressed
118,"Baker County, OR",0,0.0
119,"Baldwin County, AL",10,5.4
120,"Baldwin County, GA",11,28.3
121,"Ballard County, KY",Data suppressed,Data suppressed
122,"Baltimore City, MD",208,40.8
123,"Baltimore County, MD",140,20.0
124,"Bamberg County, SC",0,0.0
125,"Bandera County, TX",Data suppressed,Data suppressed
126,"Banks County, GA",0,0.0
127,"Banner County, NE",0,0.0
128,"Bannock County, ID",0,0.0
129,"Baraga County, MI",0,0.0
130,"Barber County, KS",0,0.0
131,"Barbour County, AL",6,28.3
132,"Barbour County, WV",Data suppressed,Data suppressed
133,"Barnes County, ND",0,0.0
134,"Barnstable County, MA",15,7.8
135,"Barnwell County, SC",Data suppressed,Data suppressed
136,"Barren County, KY",Data suppressed,Data suppressed
137,"Barron County, WI",0,0.0
138,"Barrow County, GA",Data suppressed,Data suppressed
139,"Barry County, MI",Data suppressed,Data suppressed
140,"Barry County, MO",0,0.0
141,"Bartholomew County, IN",Data suppressed,Data suppressed
142,"Barton County, KS",0,0.0
143,"Barton County, MO",0,0.0
144,"Bartow County, GA",9,10.2
145,"Bastrop County, TX",14,19.6
146,"Bates County, MO",Data suppressed,Data suppressed
147,"Bath County, KY",Data suppressed,Data suppressed
148,"Bath County, VA",0,0.0
149,"Baxter County, AR",Data suppressed,Data suppressed
150,"Bay County, FL",33,21.1
151,"Bay County, MI",6,6.7
152,"Bayfield County, WI",0,0.0
153,"Baylor County, TX",0,0.0
154,"Beadle County, SD",0,0.0
155,"Bear Lake County, ID",0,0.0
156,"Beaufort County, NC",6,14.8
157,"Beaufort County, SC",13,8.0
158,"Beauregard Parish, LA",0,0.0
159,"Beaver County, OK",0,0.0
160,"Beaver County, PA",11,7.7
161,"Beaver County, UT",0,0.0
162,"Beaverhead County, MT",Data suppressed,Data suppressed
163,"Becker County, MN",Data suppressed,Data suppressed
164,"Beckham County, OK",Data suppressed,Data suppressed
165,"Bedford County, PA",Data suppressed,Data suppressed
166,"Bedford County, TN",Data suppressed,Data suppressed
167,"Bedford County, VA",Data suppressed,Data suppressed
168,"Bee County, TX",11,39.8
169,"Belknap County, NH",Data suppressed,Data suppressed
170,"Bell County, KY",Data suppressed,Data suppressed
171,"Bell County, TX",72,25.5
172,"Belmont County, OH",Data suppressed,Data suppressed
173,"Beltrami County, MN",Data suppressed,Data suppressed
174,"Ben Hill County, GA",0,0.0
175,"Benewah County, ID",0,0.0
176,"Bennett County, SD",Data suppressed,Data suppressed
177,"Bennington County, VT",0,0.0
178,"Benson County, ND",0,0.0
179,"Bent County, CO",0,0.0
180,"Benton County, AR",8,3.6
181,"Benton County, IA",0,0.0
182,"Benton County, IN",0,0.0
183,"Benton County, MN",Data suppressed,Data suppressed
184,"Benton County, MO",Data suppressed,Data suppressed
185,"Benton County, MS",0,0.0
186,"Benton County, OR",Data suppressed,Data suppressed
187,"Benton County, TN",Data suppressed,Data suppressed
188,"Benton County, WA",Data suppressed,Data suppressed
189,"Benzie County, MI",0,0.0
190,"Bergen County, NJ",61,7.6
191,"Berkeley County, SC",32,17.5
192,"Berkeley County, WV",Data suppressed,Data suppressed
193,"Berks County, PA",32,9.0
194,"Berkshire County, MA",Data suppressed,Data suppressed
195,"Bernalillo County, NM",43,7.5
196,"Berrien County, GA",Data suppressed,Data suppressed
197,"Berrien County, MI",Data suppressed,Data suppressed
198,"Bertie County, NC",Data suppressed,Data suppressed
199,"Bethel Census Area, AK",Data suppressed,Data suppressed
200,"Bexar County, TX",335,20.7
201,"Bibb County, AL",Data suppressed,Data suppressed
202,"Bibb County, GA",56,44.5
203,"Bienville Parish, LA",0,0.0
204,"Big Horn County, MT",0,0.0
205,"Big Horn County, WY",0,0.0
206,"Big Stone County, MN",0,0.0
207,"Billings County, ND",Data suppressed,Data suppressed
208,"Bingham County, ID",Data suppressed,Data suppressed
209,"Black Hawk County, IA",Data suppressed,Data suppressed
210,"Blackford County, IN",Data suppressed,Data suppressed
211,"Bladen County, NC",5,17.6
212,"Blaine County, ID",Data suppressed,Data suppressed
213,"Blaine County, MT",0,0.0
214,"Blaine County, NE",0,0.0
215,"Blaine County, OK",0,0.0
216,"Blair County, PA",Data suppressed,Data suppressed
217,"Blanco County, TX",0,0.0
218,"Bland County, VA",0,0.0
219,"Bleckley County, GA",Data suppressed,Data suppressed
220,"Bledsoe County, TN",Data suppressed,Data suppressed
221,"Blount County, AL",Data suppressed,Data suppressed
222,"Blount County, TN",5,4.4
223,"Blue Earth County, MN",5,8.6
224,"Boise County, ID",0,0.0
225,"Bolivar County, MS",9,35.0
226,"Bollinger County, MO",0,0.0
227,"Bon Homme County, SD",0,0.0
228,"Bond County, IL",0,0.0
229,"Bonner County, ID",Data suppressed,Data suppressed
230,"Bonneville County, ID",0,0.0
231,"Boone County, AR",Data suppressed,Data suppressed
232,"Boone County, IA",Data suppressed,Data suppressed
233,"Boone County, IL",0,0.0
234,"Boone County, IN",Data suppressed,Data suppressed
235,"Boone County, KY",11,10.2
236,"Boone County, MO",9,5.9
237,"Boone County, NE",0,0.0
238,"Boone County, WV",Data suppressed,Data suppressed
239,"Borden County, TX",Data suppressed,Data suppressed
240,"Bosque County, TX",Data suppressed,Data suppressed
241,"Bossier Parish, LA",16,15.4
242,"Botetourt County, VA",0,0.0
243,"Bottineau County, ND",0,0.0
244,"Boulder County, CO",9,3.2
245,"Boundary County, ID",Data suppressed,Data suppressed
246,"Bourbon County, KS",0,0.0
247,"Bourbon County, KY",Data suppressed,Data suppressed
248,"Bowie County, TX",12,15.3
249,"Bowman County, ND",0,0.0
250,"Box Butte County, NE",0,0.0
251,"Box Elder County, UT",Data suppressed,Data suppressed
252,"Boyd County, KY",Data suppressed,Data suppressed
253,"Boyd County, NE",0,0.0
254,"Boyle County, KY",Data suppressed,Data suppressed
255,"Bracken County, KY",Data suppressed,Data suppressed
256,"Bradford County, FL",6,25.2
257,"Bradford County, PA",Data suppressed,Data suppressed
258,"Bradley County, AR",Data suppressed,Data suppressed
259,"Bradley County, TN",Data suppressed,Data suppressed
260,"Branch County, MI",Data suppressed,Data suppressed
261,"Brantley County, GA",Data suppressed,Data suppressed
262,"Braxton County, WV",0,0.0
263,"Brazoria County, TX",33,11.0
264,"Brazos County, TX",29,15.1
265,"Breathitt County, KY",Data suppressed,Data suppressed
266,"Breckinridge County, KY",Data suppressed,Data suppressed
267,"Bremer County, IA",0,0.0
268,"Brevard County, FL",65,12.5
269,"Brewster County, TX",Data suppressed,Data suppressed
270,"Briscoe County, TX",0,0.0
271,"Bristol Bay Borough, AK",Data suppressed,Data suppressed
272,"Bristol City, VA",Data suppressed,Data suppressed
273,"Bristol County, MA",41,8.5
274,"Bristol County, RI",Data suppressed,Data suppressed
275,"Broadwater County, MT",0,0.0
276,"Bronx County, NY",457,39.0
277,"Brooke County, WV",0,0.0
278,"Brookings County, SD",0,0.0
279,"Brooks County, GA",6,45.9
280,"Brooks County, TX",0,0.0
281,"Broome County, NY",9,5.4
282,"Broomfield County, CO",Data suppressed,Data suppressed
283,"Broward County, FL",623,37.6
284,"Brown County, IL",Data suppressed,Data suppressed
285,"Brown County, IN",0,0.0
286,"Brown County, KS",0,0.0
287,"Brown County, MN",0,0.0
288,"Brown County, NE",0,0.0
289,"Brown County, OH",Data suppressed,Data suppressed
290,"Brown County, SD",0,0.0
291,"Brown County, TX",Data suppressed,Data suppressed
292,"Brown County, WI",7,3.2
293,"Brule County, SD",Data suppressed,Data suppressed
294,"Brunswick County, NC",7,5.7
295,"Brunswick County, VA",Data suppressed,Data suppressed
296,"Bryan County, GA",6,19.9
297,"Bryan County, OK",0,0.0
298,"Buchanan County, IA",0,0.0
299,"Buchanan County, MO",5,6.7
300,"Buchanan County, VA",0,0.0
301,"Buckingham County, VA",Data suppressed,Data suppressed
302,"Bucks County, PA",40,7.4
303,"Buena Vista City, VA",0,0.0
304,"Buena Vista County, IA",0,0.0
305,"Buffalo County, NE",Data suppressed,Data suppressed
306,"Buffalo County, SD",0,0.0
307,"Buffalo County, WI",0,0.0
308,"Bullitt County, KY",5,7.3
309,"Bulloch County, GA",8,12.1
310,"Bullock County, AL",Data suppressed,Data suppressed
311,"Buncombe County, NC",11,4.9
312,"Bureau County, IL",Data suppressed,Data suppressed
313,"Burke County, GA",7,38.3
314,"Burke County, NC",5,6.4
315,"Burke County, ND",0,0.0
316,"Burleigh County, ND",Data suppressed,Data suppressed
317,"Burleson County, TX",0,0.0
318,"Burlington County, NJ",38,10.0
319,"Burnet County, TX",5,12.4
320,"Burnett County, WI",0,0.0
321,"Burt County, NE",0,0.0
322,"Butler County, AL",Data suppressed,Data suppressed
323,"Butler County, IA",0,0.0
324,"Butler County, KS",Data suppressed,Data suppressed
325,"Butler County, KY",Data suppressed,Data suppressed
326,"Butler County, MO",Data suppressed,Data suppressed
327,"Butler County, NE",0,0.0
328,"Butler County, OH",30,9.4
329,"Butler County, PA",0,0.0
330,"Butte County, CA",9,4.5
331,"Butte County, ID",0,0.0
332,"Butte County, SD",0,0.0
333,"Butts County, GA",9,43.8
334,"Cabarrus County, NC",13,7.5
335,"Cabell County, WV",16,20.0
336,"Cache County, UT",Data suppressed,Data suppressed
337,"Caddo County, OK",Data suppressed,Data suppressed
338,"Caddo Parish, LA",53,26.4
339,"Calaveras County, CA",Data suppressed,Data suppressed
340,"Calcasieu Parish, LA",33,19.9
341,"Caldwell County, KY",Data suppressed,Data suppressed
342,"Caldwell County, MO",Data suppressed,Data suppressed
343,"Caldwell County, NC",Data suppressed,Data suppressed
344,"Caldwell County, TX",Data suppressed,Data suppressed
345,"Caldwell Parish, LA",Data suppressed,Data suppressed
346,"Caledonia County, VT",Data suppressed,Data suppressed
347,"Calhoun County, AL",9,9.3
348,"Calhoun County, AR",0,0.0
349,"Calhoun County, FL",Data suppressed,Data suppressed
350,"Calhoun County, GA",Data suppressed,Data suppressed
351,"Calhoun County, IA",Data suppressed,Data suppressed
352,"Calhoun County, IL",0,0.0
353,"Calhoun County, MI",10,8.9
354,"Calhoun County, MS",Data suppressed,Data suppressed
355,"Calhoun County, SC",Data suppressed,Data suppressed
356,"Calhoun County, TX",Data suppressed,Data suppressed
357,"Calhoun County, WV",0,0.0
358,"Callahan County, TX",Data suppressed,Data suppressed
359,"Callaway County, MO",Data suppressed,Data suppressed
360,"Calloway County, KY",Data suppressed,Data suppressed
361,"Calumet County, WI",0,0.0
362,"Calvert County, MD",Data suppressed,Data suppressed
363,"Camas County, ID",0,0.0
364,"Cambria County, PA",7,6.1
365,"Camden County, GA",6,13.7
366,"Camden County, MO",Data suppressed,Data suppressed
367,"Camden County, NC",Data suppressed,Data suppressed
368,"Camden County, NJ",52,12.2
369,"Cameron County, PA",0,0.0
370,"Cameron County, TX",46,13.8
371,"Cameron Parish, LA",0,0.0
372,"Camp County, TX",0,0.0
373,"Campbell County, KY",11,13.9
374,"Campbell County, SD",0,0.0
375,"Campbell County, TN",Data suppressed,Data suppressed
376,"Campbell County, VA",Data suppressed,Data suppressed
377,"Campbell County, WY",Data suppressed,Data suppressed
378,"Canadian County, OK",9,7.7
379,"Candler County, GA",0,0.0
380,"Cannon County, TN",Data suppressed,Data suppressed
381,"Canyon County, ID",5,2.8
382,"Cape Girardeau County, MO",Data suppressed,Data suppressed
383,"Cape May County, NJ",Data suppressed,Data suppressed
384,"Carbon County, MT",0,0.0
385,"Carbon County, PA",Data suppressed,Data suppressed
386,"Carbon County, UT",0,0.0
387,"Carbon County, WY",Data suppressed,Data suppressed
388,"Caribou County, ID",0,0.0
389,"Carlisle County, KY",Data suppressed,Data suppressed
390,"Carlton County, MN",Data suppressed,Data suppressed
391,"Caroline County, MD",0,0.0
392,"Caroline County, VA",6,23.5
393,"Carroll County, AR",Data suppressed,Data suppressed
394,"Carroll County, GA",8,8.1
395,"Carroll County, IA",Data suppressed,Data suppressed
396,"Carroll County, IL",0,0.0
397,"Carroll County, IN",0,0.0
398,"Carroll County, KY",Data suppressed,Data suppressed
399,"Carroll County, MD",6,4.2
400,"Carroll County, MO",0,0.0
401,"Carroll County, MS",Data suppressed,Data suppressed
402,"Carroll County, NH",Data suppressed,Data suppressed
403,"Carroll County, OH",0,0.0
404,"Carroll County, TN",0,0.0
405,"Carroll County, VA",0,0.0
406,"Carson City, NV",Data suppressed,Data suppressed
407,"Carson County, TX",0,0.0
408,"Carter County, KY",Data suppressed,Data suppressed
409,"Carter County, MO",0,0.0
410,"Carter County, MT",0,0.0
411,"Carter County, OK",Data suppressed,Data suppressed
412,"Carter County, TN",Data suppressed,Data suppressed
413,"Carteret County, NC",Data suppressed,Data suppressed
414,"Carver County, MN",Data suppressed,Data suppressed
415,"Cascade County, MT",Data suppressed,Data suppressed
416,"Casey County, KY",Data suppressed,Data suppressed
417,"Cass County, IA",0,0.0
418,"Cass County, IL",Data suppressed,Data suppressed
419,"Cass County, IN",Data suppressed,Data suppressed
420,"Cass County, MI",Data suppressed,Data suppressed
421,"Cass County, MN",Data suppressed,Data suppressed
422,"Cass County, MO",Data suppressed,Data suppressed
423,"Cass County, ND",19,12.6
424,"Cass County, NE",0,0.0
425,"Cass County, TX",0,0.0
426,"Cassia County, ID",Data suppressed,Data suppressed
427,"Castro County, TX",0,0.0
428,"Caswell County, NC",Data suppressed,Data suppressed
429,"Catahoula Parish, LA",Data suppressed,Data suppressed
430,"Catawba County, NC",16,11.9
431,"Catoosa County, GA",Data suppressed,Data suppressed
432,"Catron County, NM",0,0.0
433,"Cattaraugus County, NY",0,0.0
434,"Cavalier County, ND",0,0.0
435,"Cayuga County, NY",Data suppressed,Data suppressed
436,"Cecil County, MD",8,9.2
437,"Cedar County, IA",0,0.0
438,"Cedar County, MO",0,0.0
439,"Cedar County, NE",0,0.0
440,"Centre County, PA",Data suppressed,Data suppressed
441,"Cerro Gordo County, IA",Data suppressed,Data suppressed
442,"Chaffee County, CO",Data suppressed,Data suppressed
443,"Chambers County, AL",10,35.0
444,"Chambers County, TX",Data suppressed,Data suppressed
445,"Champaign County, IL",18,9.9
446,"Champaign County, OH",Data suppressed,Data suppressed
447,"Chariton County, MO",0,0.0
448,"Charles City County, VA",Data suppressed,Data suppressed
449,"Charles County, MD",26,19.3
450,"Charles Mix County, SD",Data suppressed,Data suppressed
451,"Charleston County, SC",81,23.4
452,"Charlevoix County, MI",0,0.0
453,"Charlotte County, FL",7,4.1
454,"Charlotte County, VA",0,0.0
455,"Charlottesville City, VA",11,26.1
456,"Charlton County, GA",11,98.7
457,"Chase County, KS",0,0.0
458,"Chase County, NE",0,0.0
459,"Chatham County, GA",71,29.1
460,"Chatham County, NC",Data suppressed,Data suppressed
461,"Chattahoochee County, GA",Data suppressed,Data suppressed
462,"Chattooga County, GA",Data suppressed,Data suppressed
463,"Chautauqua County, KS",0,0.0
464,"Chautauqua County, NY",Data suppressed,Data suppressed
465,"Chaves County, NM",Data suppressed,Data suppressed
466,"Cheatham County, TN",Data suppressed,Data suppressed
467,"Cheboygan County, MI",Data suppressed,Data suppressed
468,"Chelan County, WA",Data suppressed,Data suppressed
469,"Chemung County, NY",Data suppressed,Data suppressed
470,"Chenango County, NY",0,0.0
471,"Cherokee County, AL",Data suppressed,Data suppressed
472,"Cherokee County, GA",15,7.1
473,"Cherokee County, IA",0,0.0
474,"Cherokee County, KS",0,0.0
475,"Cherokee County, NC",Data suppressed,Data suppressed
476,"Cherokee County, OK",0,0.0
477,"Cherokee County, SC",9,18.9
478,"Cherokee County, TX",Data suppressed,Data suppressed
479,"Cherry County, NE",0,0.0
480,"Chesapeake City, VA",28,13.9
481,"Cheshire County, NH",0,0.0
482,"Chester County, PA",12,2.7
483,"Chester County, SC",Data suppressed,Data suppressed
484,"Chester County, TN",Data suppressed,Data suppressed
485,"Chesterfield County, SC",Data suppressed,Data suppressed
486,"Chesterfield County, VA",33,11.4
487,"Cheyenne County, CO",0,0.0
488,"Cheyenne County, KS",0,0.0
489,"Cheyenne County, NE",0,0.0
490,"Chickasaw County, IA",0,0.0
491,"Chickasaw County, MS",Data suppressed,Data suppressed
492,"Chicot County, AR",0,0.0
493,"Childress County, TX",0,0.0
494,"Chilton County, AL",Data suppressed,Data suppressed
495,"Chippewa County, MI",0,0.0
496,"Chippewa County, MN",0,0.0
497,"Chippewa County, WI",Data suppressed,Data suppressed
498,"Chisago County, MN",Data suppressed,Data suppressed
499,"Chittenden County, VT",7,4.9
500,"Choctaw County, AL",0,0.0
501,"Choctaw County, MS",0,0.0
502,"Choctaw County, OK",0,0.0
503,"Chouteau County, MT",0,0.0
504,"Chowan County, NC",0,0.0
505,"Christian County, IL",0,0.0
506,"Christian County, KY",0,0.0
507,"Christian County, MO",Data suppressed,Data suppressed
508,"Churchill County, NV",0,0.0
509,"Cibola County, NM",Data suppressed,Data suppressed
510,"Cimarron County, OK",0,0.0
511,"Citrus County, FL",9,6.8
512,"Clackamas County, OR",17,4.8
513,"Claiborne County, MS",Data suppressed,Data suppressed
514,"Claiborne County, TN",0,0.0
515,"Claiborne Parish, LA",Data suppressed,Data suppressed
516,"Clallam County, WA",5,7.4
517,"Clare County, MI",Data suppressed,Data suppressed
518,"Clarendon County, SC",Data suppressed,Data suppressed
519,"Clarion County, PA",Data suppressed,Data suppressed
520,"Clark County, AR",Data suppressed,Data suppressed
521,"Clark County, ID",0,0.0
522,"Clark County, IL",0,0.0
523,"Clark County, IN",18,18.3
524,"Clark County, KS",0,0.0
525,"Clark County, KY",Data suppressed,Data suppressed
526,"Clark County, MO",0,0.0
527,"Clark County, NV",454,24.4
528,"Clark County, OH",10,8.8
529,"Clark County, SD",0,0.0
530,"Clark County, WA",20,5.0
531,"Clark County, WI",Data suppressed,Data suppressed
532,"Clarke County, AL",0,0.0
533,"Clarke County, GA",28,25.3
534,"Clarke County, IA",0,0.0
535,"Clarke County, MS",Data suppressed,Data suppressed
536,"Clarke County, VA",0,0.0
537,"Clatsop County, OR",Data suppressed,Data suppressed
538,"Clay County, AL",Data suppressed,Data suppressed
539,"Clay County, AR",Data suppressed,Data suppressed
540,"Clay County, FL",27,14.9
541,"Clay County, GA",0,0.0
542,"Clay County, IA",0,0.0
543,"Clay County, IL",0,0.0
544,"Clay County, IN",0,0.0
545,"Clay County, KS",0,0.0
546,"Clay County, KY",Data suppressed,Data suppressed
547,"Clay County, MN",Data suppressed,Data suppressed
548,"Clay County, MO",24,11.8
549,"Clay County, MS",Data suppressed,Data suppressed
550,"Clay County, NC",0,0.0
551,"Clay County, NE",Data suppressed,Data suppressed
552,"Clay County, SD",0,0.0
553,"Clay County, TN",0,0.0
554,"Clay County, TX",Data suppressed,Data suppressed
555,"Clay County, WV",Data suppressed,Data suppressed
556,"Clayton County, GA",123,53.2
557,"Clayton County, IA",Data suppressed,Data suppressed
558,"Clear Creek County, CO",Data suppressed,Data suppressed
559,"Clearfield County, PA",0,0.0
560,"Clearwater County, ID",0,0.0
561,"Clearwater County, MN",0,0.0
562,"Cleburne County, AL",0,0.0
563,"Cleburne County, AR",0,0.0
564,"Clermont County, OH",12,7.0
565,"Cleveland County, AR",0,0.0
566,"Cleveland County, NC",10,12.1
567,"Cleveland County, OK",14,5.9
568,"Clinch County, GA",0,0.0
569,"Clinton County, IA",Data suppressed,Data suppressed
570,"Clinton County, IL",0,0.0
571,"Clinton County, IN",Data suppressed,Data suppressed
572,"Clinton County, KY",Data suppressed,Data suppressed
573,"Clinton County, MI",Data suppressed,Data suppressed
574,"Clinton County, MO",Data suppressed,Data suppressed
575,"Clinton County, NY",Data suppressed,Data suppressed
576,"Clinton County, OH",Data suppressed,Data suppressed
577,"Clinton County, PA",Data suppressed,Data suppressed
578,"Cloud County, KS",0,0.0
579,"Coahoma County, MS",8,44.2
580,"Coal County, OK",0,0.0
581,"Cobb County, GA",165,26.2
582,"Cochise County, AZ",7,6.5
583,"Cochran County, TX",0,0.0
584,"Cocke County, TN",Data suppressed,Data suppressed
585,"Coconino County, AZ",13,10.7
586,"Codington County, SD",0,0.0
587,"Coffee County, AL",6,13.9
588,"Coffee County, GA",Data suppressed,Data suppressed
589,"Coffee County, TN",Data suppressed,Data suppressed
590,"Coffey County, KS",0,0.0
591,"Coke County, TX",0,0.0
592,"Colbert County, AL",Data suppressed,Data suppressed
593,"Cole County, MO",6,9.3
594,"Coleman County, TX",0,0.0
595,"Coles County, IL",5,11.3
596,"Colfax County, NE",0,0.0
597,"Colfax County, NM",0,0.0
598,"Colleton County, SC",7,22.1
599,"Collier County, FL",38,11.4
600,"Collin County, TX",99,12.0
601,"Collingsworth County, TX",0,0.0
602,"Colonial Heights City, VA",Data suppressed,Data suppressed
603,"Colorado County, TX",Data suppressed,Data suppressed
604,"Colquitt County, GA",Data suppressed,Data suppressed
605,"Columbia County, AR",Data suppressed,Data suppressed
606,"Columbia County, FL",9,15.1
607,"Columbia County, GA",13,10.3
608,"Columbia County, NY",Data suppressed,Data suppressed
609,"Columbia County, OR",Data suppressed,Data suppressed
610,"Columbia County, PA",Data suppressed,Data suppressed
611,"Columbia County, WA",0,0.0
612,"Columbia County, WI",0,0.0
613,"Columbiana County, OH",Data suppressed,Data suppressed
614,"Columbus County, NC",Data suppressed,Data suppressed
615,"Colusa County, CA",Data suppressed,Data suppressed
616,"Comal County, TX",6,4.8
617,"Comanche County, KS",0,0.0
618,"Comanche County, OK",9,9.1
619,"Comanche County, TX",0,0.0
620,"Concho County, TX",0,0.0
621,"Concordia Parish, LA",Data suppressed,Data suppressed
622,"Conecuh County, AL",Data suppressed,Data suppressed
623,"Conejos County, CO",0,0.0
624,"Contra Costa County, CA",110,11.4
625,"Converse County, WY",0,0.0
626,"Conway County, AR",Data suppressed,Data suppressed
627,"Cook County, GA",5,35.4
628,"Cook County, IL",962,22.0
629,"Cook County, MN",0,0.0
630,"Cooke County, TX",Data suppressed,Data suppressed
631,"Cooper County, MO",0,0.0
632,"Coos County, NH",0,0.0
633,"Coos County, OR",7,12.5
634,"Coosa County, AL",Data suppressed,Data suppressed
635,"Copiah County, MS",5,21.0
636,"Corson County, SD",0,0.0
637,"Cortland County, NY",Data suppressed,Data suppressed
638,"Coryell County, TX",10,16.1
639,"Coshocton County, OH",Data suppressed,Data suppressed
640,"Costilla County, CO",0,0.0
641,"Cottle County, TX",0,0.0
642,"Cotton County, OK",0,0.0
643,"Cottonwood County, MN",0,0.0
644,"Covington City, VA",0,0.0
645,"Covington County, AL",Data suppressed,Data suppressed
646,"Covington County, MS",Data suppressed,Data suppressed
647,"Coweta County, GA",11,9.1
648,"Cowley County, KS",Data suppressed,Data suppressed
649,"Cowlitz County, WA",Data suppressed,Data suppressed
650,"Craig County, OK",Data suppressed,Data suppressed
651,"Craig County, VA",0,0.0
652,"Craighead County, AR",11,12.4
653,"Crane County, TX",0,0.0
