Actual,Predicted,FIPS
5.83,5.487052884886012,12099
8.41,10.331597209411788,12101
5.92,9.956450226244344,12103
2.73,9.790761929522148,12105
6.68,8.227509563243775,12109
4.18,6.9238676735301725,12111
6.21,16.280535415972913,12113
12.29,14.571271983571984,12115
9.17,5.4869380617610055,12117
13.78,12.27879297199961,12127
8.9,13.288350191183085,13045
5.03,9.688579267739485,13051
8.0,6.7472124796499795,13057
4.16,5.791193262264052,13063
2.37,5.821899997598072,13067
2.52,7.84799712086365,13089
5.63,5.127055448954211,13117
6.81,7.007844243909685,13121
4.42,8.869233347357389,13135
5.86,11.665847277696505,13139
4.74,9.615645458927037,13151
7.49,6.172593048942153,13223
15.16,17.847608037060972,13297
4.78,4.8802150429034326,15003
8.64,11.102049523189228,16001
6.34,7.631171001221,17019
9.12,7.432242099640126,17031
6.01,4.758108453637865,17043
4.2,4.519932754672228,17089
13.38,9.74036881068278,17091
6.26,8.164300686994164,17097
17.83,12.314762975912977,17099
5.86,8.839099379510651,17111
13.1,14.147420542121278,17119
10.61,9.244836981074481,17143
8.62,8.63742833579819,17163
7.03,15.124338778541716,17167
7.03,7.577411259754737,17197
19.95,11.051912354362035,17201
11.51,13.230895559940574,18019
9.36,19.17936665439823,18035
7.94,9.952512737603403,18089
9.96,13.748077902574835,18095
6.46,9.35846598883143,18097
14.41,11.67548240563784,18127
8.25,9.009564728327229,18141
7.4,10.892159150747771,19113
8.41,12.259363311688311,19153
19.37,10.821999603174604,19163
6.53,8.969822383318437,20091
12.79,8.765146848314226,20103
5.14,11.622575739538238,20173
23.3,12.335709678365111,21015
21.98,13.624712210012211,21037
14.25,10.117000666438825,21059
13.94,8.639287196545286,21067
43.9,55.722345573492554,21071
25.73,17.10241504079893,21107
14.14,9.696642742551568,21111
23.91,10.428109293974,21117
20.51,44.9376090034965,21195
6.06,10.135426216078383,22033
15.18,9.269982683982684,22051
11.88,15.194879267172453,22071
21.46,14.923038799081036,22103
9.81,8.738813944388946,23005
13.21,9.835381618819778,23011
9.13,11.251175588563187,23019
10.03,8.205665599003678,23031
3.96,8.95151813756419,24003
4.62,6.671496878801092,24005
6.02,7.257303040636543,24025
1.57,4.741118874039024,24031
1.46,4.55770098644046,24033
6.69,16.3978031968032,24043
5.79,7.358084575429108,24510
18.14,7.660274192474193,25001
13.89,13.320395837495838,25003
19.9,10.92338250915751,25005
13.64,8.92641340737492,25009
14.12,9.475121167274418,25013
16.92,7.412712054367202,25015
9.02,4.68166813980653,25017
10.9,5.404650687049449,25021
15.74,7.007043722924673,25023
13.63,8.113507422969187,25025
12.61,7.652682965229569,25027
13.84,12.742422504668534,26045
9.87,15.68966570692734,26049
13.46,9.211698105616671,26065
10.91,10.689096923870764,26077
8.53,13.50259829778065,26081
11.39,9.919279280768814,26093
15.09,13.393858915026433,26099
18.62,11.954360004668533,26115
16.96,14.281604751950947,26121
1.79,6.967704469275633,26125
5.13,6.414027282138152,26139
11.22,13.250726410475002,26147
11.57,6.580507448545606,26161
14.08,14.39349358974359,26163
9.42,6.405135215861561,27003
5.63,7.108605108926161,27037
7.92,8.430261740001484,27053
5.13,6.863459854962718,27123
8.48,11.626632131800088,27137
6.81,10.079631971349944,28121
7.81,12.546957485382654,29047
13.75,14.073841587301587,29071
7.4,14.801186499370194,29077
9.71,10.683383290445366,29095
23.04,11.085785806762896,29099
9.64,7.9734386393018735,29183
22.65,44.49869282361423,29187
14.38,6.240948269458366,29189
26.69,14.438303076696267,29510
15.04,10.576780080213904,30029
8.94,13.226238157753539,30063
2.98,11.360998637473637,31055
3.7,7.953616549953314,31109
14.15,7.542677168664669,32003
14.76,12.063298084027368,32031
15.66,11.482149816411656,33005
11.88,7.484028677462886,33011
12.94,11.403192232036968,33013
10.7,8.743196944721946,33015
12.84,12.335709678365111,33017
13.05,9.056006789370759,34001
6.7,3.8507536590344644,34003
2.22,9.017180412969944,34005
27.11,11.846521828714764,34009
10.17,8.44405130585359,34011
9.37,7.272008766306793,34013
3.45,8.293414555977792,34015
7.27,5.398500742308946,34017
9.18,8.178183314479638,34021
8.08,4.658075848064978,34023
10.01,7.068717483660132,34025
5.41,4.741118874039024,34027
9.6,5.7476539446442185,34029
9.49,7.093536217287185,34031
7.56,4.741118874039024,34035
8.9,8.199387938205586,34037
6.93,6.071498666538139,34039
15.43,7.854767607555843,35001
9.84,8.543113626981892,35013
62.39,13.166325862733757,35039
9.52,7.244789822595704,35043
8.7,8.416393783517538,35045
22.38,12.713548798466753,35049
19.66,7.61526179368299,35061
4.24,7.8229314950749735,36001
7.89,4.7855946178821185,36005
11.14,9.34013108012845,36007
13.84,5.299690938387378,36011
8.27,10.372222854269912,36013
18.19,7.973792825995514,36027
10.11,12.101120990997307,36029
8.37,5.446568543221485,36045
5.17,5.4152452831482245,36047
8.54,5.840978456639966,36055
9.84,4.741118874039024,36059
6.09,6.105455035544166,36061
12.14,10.506591300288234,36063
7.28,8.725173786997317,36065
10.03,7.244789822595704,36067
9.17,9.295301960866492,36069
12.51,8.918398817080453,36071
14.86,5.316666948993037,36075
12.04,4.741118874039024,36079
5.53,4.828737164435152,36081
12.91,8.282858315575034,36085
7.79,5.252940971017287,36087
8.93,6.052349877828906,36089
14.27,5.019554068807009,36103
23.48,10.79037335033388,36105
7.74,3.7640621816779705,36119
6.48,9.985367499820441,37001
22.55,11.562341287878787,37019
5.65,14.635429960515996,37021
25.6,18.694974667437826,37023
11.75,13.449310634920636,37025
12.27,21.025634130781498,37035
12.44,17.300782691040844,37049
6.14,10.319721366957202,37051
16.52,9.956177756230696,37057
6.59,5.461479414445204,37063
7.75,11.292886838136067,37067
17.19,18.962917396105038,37071
3.36,8.64953391623856,37081
16.43,14.635429960515996,37089
9.12,12.035745481071215,37097
6.74,10.29636864801865,37101
17.56,9.860486511867906,37109
4.64,5.555652884886012,37119
14.07,10.266450434699198,37129
8.1,9.801659883434981,37133
6.89,8.253183882783883,37147
13.33,8.307565477036672,37151
8.9,24.991187026058736,37155
10.84,8.836886778207173,37159
7.52,5.541348490015243,37179
4.82,8.036649215258425,37183
27.53,21.20640054945055,37193
11.4,10.862441302118935,39003
11.02,8.464432285307286,39007
27.11,12.382953063241107,39015
25.05,12.818305644355643,39017
19.83,9.870452380952381,39023
28.97,12.074660378567902,39025
17.42,9.352346024374663,39035
7.03,6.952283187400835,39041
9.4,9.386946830293889,39045
12.37,12.414361298466753,39049
11.71,6.822085503512506,39055
7.97,9.307555013338913,39057
24.24,11.592751708519666,39061
22.08,11.666834360357415,39077
16.1,11.033328559483992,39085
10.69,8.908475391739323,39089
20.47,14.098554761904762,39093
11.69,13.607669099832913,39095
16.25,13.79745044436128,39099
25.79,11.945538524341156,39101
8.0,6.624927479709834,39103
15.86,11.669294184981684,39113
7.93,6.446563133924899,39133
18.89,9.527381773047214,39139
17.97,14.831027344142786,39141
12.8,22.423934557109554,39145
10.65,10.039152932979214,39151
10.15,11.12463040987146,39153
14.53,12.222973351648353,39155
8.67,7.057058868743766,39165
10.31,11.221457485382654,40017
26.81,26.945051464033043,40019
11.51,10.063707983244823,40027
17.03,21.19494833401892,40037
19.91,14.310459226642923,40101
12.84,15.25439580120172,40109
33.97,16.728084970292862,40135
14.94,18.406517827025915,40143
18.49,10.769394408420954,40145
8.24,7.265252109681322,41005
7.23,10.696742988710636,41017
8.15,14.315392635434742,41029
10.11,14.036343323996263,41039
8.42,13.144089910674122,41043
11.62,5.904989881790037,41051
2.88,8.914821427803062,41067
17.46,13.467780532212885,42003
19.4,10.675994301093642,42007
7.01,5.924018122280197,42011
4.31,8.457040018315018,42017
17.25,7.613736139947011,42019
7.75,10.599887012987013,42043
3.03,6.601153996193505,42045
8.21,12.712363147438206,42049
22.96,13.457939995873692,42051
16.83,13.282230398913953,42069
3.4,6.915400609246774,42071
20.15,11.576278144224196,42073
3.66,6.606587626262626,42077
3.44,13.309163385488295,42079
13.76,11.953653446115288,42089
11.57,8.51465666570272,42091
6.67,6.518167177210399,42095
1.74,13.648081357239253,42101
7.49,8.005920445255228,42107
18.73,10.663062766645117,42125
4.14,11.787712787212788,42129
4.56,6.601153996193505,42133
25.45,10.639987835848363,44003
16.99,8.628256968997187,44005
18.14,8.597060311012518,44007
12.67,6.506975309111179,44009
14.01,9.099494560779778,45003
5.15,5.71032321512337,45015
4.83,12.414361298466753,45019
8.43,15.261111919814866,45045
14.66,18.658237555474653,45073
17.52,12.602118698329534,45077
3.51,9.080622109997845,45079
5.5,14.186276768845193,45083
29.12,16.121645013539094,47001
61.39,17.037172610464868,47005
11.99,9.841807608695655,47009
11.78,16.606201961476295,47011
27.34,48.57765662254412,47013
25.32,14.233550869065576,47021
14.27,13.509522742733775,47037
19.89,18.78634468199107,47043
10.04,13.237954147434952,47065
49.93,22.613441743782534,47071
16.42,9.923388636363638,47093
10.86,13.92452967424732,47125
16.32,18.10669243059572,47141
26.39,21.528393616909405,47145
12.1,9.548407783315756,47149
9.47,8.950347019568216,47157
6.51,10.88999533449007,47165
5.53,5.47751446350288,47187
13.94,10.421573802398973,47189
3.67,11.985759557109558,48027
5.28,6.820592560054325,48029
6.36,7.244463166463167,48039
3.04,5.908067672001911,48085
4.92,6.567485771450249,48113
3.16,7.677047501840265,48121
3.26,5.534178333431275,48141
1.69,3.8405941252246203,48157
8.8,9.894139980659174,48167
5.21,5.447376246066741,48201
5.94,7.057394883844227,48245
5.18,11.22862883268692,48303
2.8,6.757362036329684,48339
11.36,12.559311448316905,48355
5.09,10.625121635717225,48423
2.62,10.474194597069598,48439
3.48,6.519514717387875,48453
7.24,7.724447496049701,48479
8.55,6.114163783705115,49005
6.21,6.632719028340079,49011
12.78,8.907790712065713,49035
18.1,11.693555832211265,49045
9.24,7.019384736842103,49049
14.88,13.872290663992867,49053
8.39,13.391390642690643,49057
8.15,5.921122885976255,50007
16.5,14.856904779942278,50021
8.24,6.686618227506928,51041
24.74,6.67268781493704,51047
3.18,4.741118874039024,51059
14.76,7.677047501840265,51069
9.87,10.759975922761448,51085
7.22,7.787772854922855,51087
4.86,4.741118874039024,51107
28.83,12.007624152049322,51137
5.24,4.741118874039024,51153
10.21,6.581599901715073,51177
8.04,5.47751446350288,51179
24.64,58.49347466519548,51195
6.72,3.8405941252246203,51510
10.84,7.372118227506928,51550
7.32,13.674422079550698,51650
8.24,8.960720802808302,51700
10.97,9.128443844965043,51710
10.39,14.595014752567693,51740
11.68,9.05512103738047,51760
18.28,20.39572622377622,51770
9.59,8.332058649829701,51810
7.05,9.292051540616246,53005
17.98,14.85644793152754,53009
8.56,6.922318809501471,53011
16.69,11.63751171150868,53015
9.78,8.519452819974143,53033
5.91,7.138228480395232,53035
9.76,6.128612084969553,53053
13.46,10.49025800865801,53057
12.2,6.67268781493704,53061
6.05,9.20334960289109,53063
9.15,7.08265439405366,53067
5.33,8.96832412464986,53073
34.96,17.15987947191697,54003
74.31,26.315202234963106,54005
44.27,19.584157130588707,54011
43.86,21.475763957971854,54019
33.01,17.084604913263068,54029
23.2,19.409186419111016,54033
27.24,10.397385341223963,54037
25.62,22.153475894693536,54039
44.46,43.09853390468227,54045
76.64,69.65182121187635,54047
33.88,27.847563897677833,54055
46.33,60.85704965818495,54059
17.65,11.69295126406703,54079
41.86,18.04328293811452,54081
36.2,8.915817153235718,54099
13.86,15.872532687857753,54107
56.48,66.20908652572918,54109
13.73,7.320717857484493,55025
19.67,9.622007584245818,55059
18.41,9.795843956043957,55079
5.54,6.713394709917344,55087
15.89,13.523748717948717,55101
15.55,12.114817711458759,55105
13.6,5.528481909756909,55127
15.07,6.581599901715073,55131
8.89,8.680787853812856,55133
6.49,5.644447548117517,55139
